date,value,lugar,date2
2006,27,Porreres,2006
2007,49,Porreres,2007
2008,64,Porreres,2008
2009,72,Porreres,2009
2010,57,Porreres,2010
2011,24,Porreres,2011
2012,39,Porreres,2012
2013,59,Porreres,2013
2014,21,Porreres,2014
2015,79,Porreres,2015
2016,64,Porreres,2016
2017,77,Porreres,2017
2018,47,Porreres,2018
1953,10,Reus Aeropuerto,1953
1954,9,Reus Aeropuerto,1954
1955,24,Reus Aeropuerto,1955
1956,12,Reus Aeropuerto,1956
1957,9,Reus Aeropuerto,1957
1958,12,Reus Aeropuerto,1958
1959,25,Reus Aeropuerto,1959
1960,5,Reus Aeropuerto,1960
1961,18,Reus Aeropuerto,1961
1962,16,Reus Aeropuerto,1962
1963,17,Reus Aeropuerto,1963
1964,26,Reus Aeropuerto,1964
1965,9,Reus Aeropuerto,1965
1966,17,Reus Aeropuerto,1966
1967,10,Reus Aeropuerto,1967
1968,13,Reus Aeropuerto,1968
1969,19,Reus Aeropuerto,1969
1970,14,Reus Aeropuerto,1970
1971,29,Reus Aeropuerto,1971
1972,7,Reus Aeropuerto,1972
1973,20,Reus Aeropuerto,1973
1974,13,Reus Aeropuerto,1974
1975,23,Reus Aeropuerto,1975
1976,12,Reus Aeropuerto,1976
1977,1,Reus Aeropuerto,1977
1978,8,Reus Aeropuerto,1978
1979,15,Reus Aeropuerto,1979
1980,10,Reus Aeropuerto,1980
1981,16,Reus Aeropuerto,1981
1982,26,Reus Aeropuerto,1982
1983,31,Reus Aeropuerto,1983
1984,11,Reus Aeropuerto,1984
1985,11,Reus Aeropuerto,1985
1986,21,Reus Aeropuerto,1986
1987,34,Reus Aeropuerto,1987
1988,26,Reus Aeropuerto,1988
1989,27,Reus Aeropuerto,1989
1990,26,Reus Aeropuerto,1990
1991,41,Reus Aeropuerto,1991
1992,19,Reus Aeropuerto,1992
1993,22,Reus Aeropuerto,1993
1994,49,Reus Aeropuerto,1994
1995,31,Reus Aeropuerto,1995
1996,19,Reus Aeropuerto,1996
1997,27,Reus Aeropuerto,1997
1998,43,Reus Aeropuerto,1998
1999,39,Reus Aeropuerto,1999
2000,23,Reus Aeropuerto,2000
2001,39,Reus Aeropuerto,2001
2002,29,Reus Aeropuerto,2002
2003,66,Reus Aeropuerto,2003
2004,34,Reus Aeropuerto,2004
2005,35,Reus Aeropuerto,2005
2006,57,Reus Aeropuerto,2006
2007,33,Reus Aeropuerto,2007
2008,16,Reus Aeropuerto,2008
2009,18,Reus Aeropuerto,2009
2010,19,Reus Aeropuerto,2010
2011,26,Reus Aeropuerto,2011
2012,41,Reus Aeropuerto,2012
2013,53,Reus Aeropuerto,2013
2014,39,Reus Aeropuerto,2014
2015,65,Reus Aeropuerto,2015
2017,71,Reus Aeropuerto,2017
2018,71,Reus Aeropuerto,2018
1987,9,Ripoll,1987
1989,32,Ripoll,1989
1990,31,Ripoll,1990
1991,48,Ripoll,1991
1992,31,Ripoll,1992
1993,37,Ripoll,1993
1994,46,Ripoll,1994
1995,27,Ripoll,1995
1996,18,Ripoll,1996
1997,20,Ripoll,1997
2002,3,Ripoll,2002
2003,40,Ripoll,2003
2005,37,Ripoll,2005
2006,45,Ripoll,2006
2007,17,Ripoll,2007
2008,5,Ripoll,2008
2009,73,Ripoll,2009
2010,32,Ripoll,2010
2012,9,Ripoll,2012
2013,22,Ripoll,2013
2014,5,Ripoll,2014
2015,45,Ripoll,2015
2016,52,Ripoll,2016
2017,57,Ripoll,2017
2018,28,Ripoll,2018
1988,14,Rota - Base Naval,1988
1989,54,Rota - Base Naval,1989
1990,45,Rota - Base Naval,1990
1991,57,Rota - Base Naval,1991
1992,38,Rota - Base Naval,1992
1993,36,Rota - Base Naval,1993
1994,47,Rota - Base Naval,1994
1995,34,Rota - Base Naval,1995
1996,43,Rota - Base Naval,1996
1997,37,Rota - Base Naval,1997
1998,49,Rota - Base Naval,1998
1999,34,Rota - Base Naval,1999
2000,53,Rota - Base Naval,2000
2001,38,Rota - Base Naval,2001
2002,29,Rota - Base Naval,2002
2003,60,Rota - Base Naval,2003
2004,67,Rota - Base Naval,2004
2005,60,Rota - Base Naval,2005
2006,61,Rota - Base Naval,2006
2007,44,Rota - Base Naval,2007
2008,42,Rota - Base Naval,2008
2009,57,Rota - Base Naval,2009
2010,57,Rota - Base Naval,2010
2011,58,Rota - Base Naval,2011
2012,51,Rota - Base Naval,2012
2013,65,Rota - Base Naval,2013
2014,31,Rota - Base Naval,2014
2015,57,Rota - Base Naval,2015
2016,76,Rota - Base Naval,2016
2017,72,Rota - Base Naval,2017
2018,48,Rota - Base Naval,2018
1974,38,Sabadell Aeropuerto,1974
1975,43,Sabadell Aeropuerto,1975
1976,38,Sabadell Aeropuerto,1976
1977,14,Sabadell Aeropuerto,1977
1978,35,Sabadell Aeropuerto,1978
1979,42,Sabadell Aeropuerto,1979
1980,36,Sabadell Aeropuerto,1980
1981,47,Sabadell Aeropuerto,1981
1982,64,Sabadell Aeropuerto,1982
1983,61,Sabadell Aeropuerto,1983
1984,38,Sabadell Aeropuerto,1984
1985,71,Sabadell Aeropuerto,1985
1986,58,Sabadell Aeropuerto,1986
1987,50,Sabadell Aeropuerto,1987
1988,35,Sabadell Aeropuerto,1988
1989,53,Sabadell Aeropuerto,1989
1990,44,Sabadell Aeropuerto,1990
1991,61,Sabadell Aeropuerto,1991
1992,34,Sabadell Aeropuerto,1992
1993,48,Sabadell Aeropuerto,1993
1994,72,Sabadell Aeropuerto,1994
1995,24,Sabadell Aeropuerto,1995
1996,30,Sabadell Aeropuerto,1996
1997,44,Sabadell Aeropuerto,1997
1998,43,Sabadell Aeropuerto,1998
1999,33,Sabadell Aeropuerto,1999
2000,20,Sabadell Aeropuerto,2000
2001,33,Sabadell Aeropuerto,2001
2004,19,Sabadell Aeropuerto,2004
2005,32,Sabadell Aeropuerto,2005
2006,12,Sabadell Aeropuerto,2006
2007,16,Sabadell Aeropuerto,2007
2008,20,Sabadell Aeropuerto,2008
2009,23,Sabadell Aeropuerto,2009
2010,32,Sabadell Aeropuerto,2010
2011,13,Sabadell Aeropuerto,2011
2012,10,Sabadell Aeropuerto,2012
2013,44,Sabadell Aeropuerto,2013
2014,27,Sabadell Aeropuerto,2014
1989,56,Saelices El Chico,1989
1990,39,Saelices El Chico,1990
1991,51,Saelices El Chico,1991
1993,36,Saelices El Chico,1993
1994,32,Saelices El Chico,1994
1995,26,Saelices El Chico,1995
1997,38,Saelices El Chico,1997
1998,62,Saelices El Chico,1998
1999,46,Saelices El Chico,1999
2000,51,Saelices El Chico,2000
2001,48,Saelices El Chico,2001
2002,44,Saelices El Chico,2002
2003,57,Saelices El Chico,2003
2004,57,Saelices El Chico,2004
2005,58,Saelices El Chico,2005
2006,42,Saelices El Chico,2006
2007,9,Saelices El Chico,2007
2008,39,Saelices El Chico,2008
2009,52,Saelices El Chico,2009
2010,75,Saelices El Chico,2010
2011,30,Saelices El Chico,2011
2012,43,Saelices El Chico,2012
2013,67,Saelices El Chico,2013
2014,48,Saelices El Chico,2014
2015,72,Saelices El Chico,2015
2016,75,Saelices El Chico,2016
2017,75,Saelices El Chico,2017
2018,79,Saelices El Chico,2018
1989,39,Salamanca,1989
1990,34,Salamanca,1990
1991,43,Salamanca,1991
1992,20,Salamanca,1992
1993,2,Salamanca,1993
1994,51,Salamanca,1994
1995,31,Salamanca,1995
1996,27,Salamanca,1996
1997,31,Salamanca,1997
1998,45,Salamanca,1998
1999,47,Salamanca,1999
2000,55,Salamanca,2000
2001,48,Salamanca,2001
2002,42,Salamanca,2002
2003,75,Salamanca,2003
2004,60,Salamanca,2004
2005,64,Salamanca,2005
2006,70,Salamanca,2006
2007,33,Salamanca,2007
2008,46,Salamanca,2008
2009,66,Salamanca,2009
2010,75,Salamanca,2010
2011,61,Salamanca,2011
2012,55,Salamanca,2012
2013,59,Salamanca,2013
2014,41,Salamanca,2014
2015,63,Salamanca,2015
2016,13,Salamanca,2016
2017,67,Salamanca,2017
2018,71,Salamanca,2018
1950,60,Salamanca Aeropuerto,1950
1951,37,Salamanca Aeropuerto,1951
1952,32,Salamanca Aeropuerto,1952
1953,62,Salamanca Aeropuerto,1953
1954,46,Salamanca Aeropuerto,1954
1955,52,Salamanca Aeropuerto,1955
1956,27,Salamanca Aeropuerto,1956
1957,44,Salamanca Aeropuerto,1957
1958,41,Salamanca Aeropuerto,1958
1959,31,Salamanca Aeropuerto,1959
1960,31,Salamanca Aeropuerto,1960
1961,39,Salamanca Aeropuerto,1961
1962,53,Salamanca Aeropuerto,1962
1963,32,Salamanca Aeropuerto,1963
1964,56,Salamanca Aeropuerto,1964
1965,47,Salamanca Aeropuerto,1965
1966,47,Salamanca Aeropuerto,1966
1967,42,Salamanca Aeropuerto,1967
1968,36,Salamanca Aeropuerto,1968
1969,38,Salamanca Aeropuerto,1969
1970,34,Salamanca Aeropuerto,1970
1971,24,Salamanca Aeropuerto,1971
1972,18,Salamanca Aeropuerto,1972
1973,32,Salamanca Aeropuerto,1973
1974,28,Salamanca Aeropuerto,1974
1975,28,Salamanca Aeropuerto,1975
1976,26,Salamanca Aeropuerto,1976
1977,13,Salamanca Aeropuerto,1977
1978,35,Salamanca Aeropuerto,1978
1979,28,Salamanca Aeropuerto,1979
1980,36,Salamanca Aeropuerto,1980
1981,38,Salamanca Aeropuerto,1981
1982,29,Salamanca Aeropuerto,1982
1983,28,Salamanca Aeropuerto,1983
1984,26,Salamanca Aeropuerto,1984
1985,49,Salamanca Aeropuerto,1985
1986,35,Salamanca Aeropuerto,1986
1987,42,Salamanca Aeropuerto,1987
1988,36,Salamanca Aeropuerto,1988
1989,48,Salamanca Aeropuerto,1989
1990,50,Salamanca Aeropuerto,1990
1991,59,Salamanca Aeropuerto,1991
1992,42,Salamanca Aeropuerto,1992
1993,42,Salamanca Aeropuerto,1993
1994,52,Salamanca Aeropuerto,1994
1995,33,Salamanca Aeropuerto,1995
1996,42,Salamanca Aeropuerto,1996
1997,36,Salamanca Aeropuerto,1997
1998,51,Salamanca Aeropuerto,1998
1999,45,Salamanca Aeropuerto,1999
2000,44,Salamanca Aeropuerto,2000
2001,47,Salamanca Aeropuerto,2001
2002,34,Salamanca Aeropuerto,2002
2003,58,Salamanca Aeropuerto,2003
2004,46,Salamanca Aeropuerto,2004
2005,57,Salamanca Aeropuerto,2005
2006,61,Salamanca Aeropuerto,2006
2007,35,Salamanca Aeropuerto,2007
2008,44,Salamanca Aeropuerto,2008
2009,65,Salamanca Aeropuerto,2009
2010,66,Salamanca Aeropuerto,2010
2011,46,Salamanca Aeropuerto,2011
2012,50,Salamanca Aeropuerto,2012
2013,63,Salamanca Aeropuerto,2013
2014,40,Salamanca Aeropuerto,2014
2015,64,Salamanca Aeropuerto,2015
2016,66,Salamanca Aeropuerto,2016
2017,61,Salamanca Aeropuerto,2017
2018,69,Salamanca Aeropuerto,2018
1950,73,San Javier Aeropuerto,1950
1951,29,San Javier Aeropuerto,1951
1952,53,San Javier Aeropuerto,1952
1953,37,San Javier Aeropuerto,1953
1954,11,San Javier Aeropuerto,1954
1955,7,San Javier Aeropuerto,1955
1956,18,San Javier Aeropuerto,1956
1957,13,San Javier Aeropuerto,1957
1958,10,San Javier Aeropuerto,1958
1959,16,San Javier Aeropuerto,1959
1960,19,San Javier Aeropuerto,1960
1961,9,San Javier Aeropuerto,1961
1962,14,San Javier Aeropuerto,1962
1963,15,San Javier Aeropuerto,1963
1964,25,San Javier Aeropuerto,1964
1965,17,San Javier Aeropuerto,1965
1966,16,San Javier Aeropuerto,1966
1967,13,San Javier Aeropuerto,1967
1968,34,San Javier Aeropuerto,1968
1969,6,San Javier Aeropuerto,1969
1970,19,San Javier Aeropuerto,1970
1971,27,San Javier Aeropuerto,1971
1972,7,San Javier Aeropuerto,1972
1973,14,San Javier Aeropuerto,1973
1974,17,San Javier Aeropuerto,1974
1975,22,San Javier Aeropuerto,1975
1976,15,San Javier Aeropuerto,1976
1977,4,San Javier Aeropuerto,1977
1978,13,San Javier Aeropuerto,1978
1979,14,San Javier Aeropuerto,1979
1980,17,San Javier Aeropuerto,1980
1981,5,San Javier Aeropuerto,1981
1982,18,San Javier Aeropuerto,1982
1983,30,San Javier Aeropuerto,1983
1984,11,San Javier Aeropuerto,1984
1985,15,San Javier Aeropuerto,1985
1986,20,San Javier Aeropuerto,1986
1987,23,San Javier Aeropuerto,1987
1988,17,San Javier Aeropuerto,1988
1989,34,San Javier Aeropuerto,1989
1990,23,San Javier Aeropuerto,1990
1991,28,San Javier Aeropuerto,1991
1992,22,San Javier Aeropuerto,1992
1993,15,San Javier Aeropuerto,1993
1994,37,San Javier Aeropuerto,1994
1995,19,San Javier Aeropuerto,1995
1996,18,San Javier Aeropuerto,1996
1997,15,San Javier Aeropuerto,1997
1998,27,San Javier Aeropuerto,1998
1999,29,San Javier Aeropuerto,1999
2000,20,San Javier Aeropuerto,2000
2001,29,San Javier Aeropuerto,2001
2002,15,San Javier Aeropuerto,2002
2003,60,San Javier Aeropuerto,2003
2004,30,San Javier Aeropuerto,2004
2005,22,San Javier Aeropuerto,2005
2006,37,San Javier Aeropuerto,2006
2007,14,San Javier Aeropuerto,2007
2008,35,San Javier Aeropuerto,2008
2009,34,San Javier Aeropuerto,2009
2010,15,San Javier Aeropuerto,2010
2011,28,San Javier Aeropuerto,2011
2012,30,San Javier Aeropuerto,2012
2013,8,San Javier Aeropuerto,2013
2014,33,San Javier Aeropuerto,2014
2015,77,San Javier Aeropuerto,2015
2016,36,San Javier Aeropuerto,2016
2017,30,San Javier Aeropuerto,2017
2018,38,San Javier Aeropuerto,2018
1977,0,Santander Aeropuerto,1977
1978,1,Santander Aeropuerto,1978
1979,0,Santander Aeropuerto,1979
1980,2,Santander Aeropuerto,1980
1981,2,Santander Aeropuerto,1981
1982,7,Santander Aeropuerto,1982
1983,4,Santander Aeropuerto,1983
1984,2,Santander Aeropuerto,1984
1985,5,Santander Aeropuerto,1985
1986,1,Santander Aeropuerto,1986
1987,3,Santander Aeropuerto,1987
1988,2,Santander Aeropuerto,1988
1989,3,Santander Aeropuerto,1989
1990,5,Santander Aeropuerto,1990
1991,2,Santander Aeropuerto,1991
1992,4,Santander Aeropuerto,1992
1993,5,Santander Aeropuerto,1993
1994,1,Santander Aeropuerto,1994
1995,3,Santander Aeropuerto,1995
1996,0,Santander Aeropuerto,1996
1997,1,Santander Aeropuerto,1997
1998,2,Santander Aeropuerto,1998
1999,2,Santander Aeropuerto,1999
2000,5,Santander Aeropuerto,2000
2001,1,Santander Aeropuerto,2001
2002,0,Santander Aeropuerto,2002
2003,6,Santander Aeropuerto,2003
2004,3,Santander Aeropuerto,2004
2005,4,Santander Aeropuerto,2005
2006,4,Santander Aeropuerto,2006
2007,0,Santander Aeropuerto,2007
2008,1,Santander Aeropuerto,2008
2009,2,Santander Aeropuerto,2009
2010,0,Santander Aeropuerto,2010
2011,6,Santander Aeropuerto,2011
2012,2,Santander Aeropuerto,2012
2013,2,Santander Aeropuerto,2013
2014,5,Santander Aeropuerto,2014
2015,5,Santander Aeropuerto,2015
2016,6,Santander Aeropuerto,2016
2017,3,Santander Aeropuerto,2017
2018,2,Santander Aeropuerto,2018
1950,2,Santiago De Compostela Aeropuerto,1950
1951,3,Santiago De Compostela Aeropuerto,1951
1952,2,Santiago De Compostela Aeropuerto,1952
1953,12,Santiago De Compostela Aeropuerto,1953
1954,2,Santiago De Compostela Aeropuerto,1954
1955,6,Santiago De Compostela Aeropuerto,1955
1956,2,Santiago De Compostela Aeropuerto,1956
1957,4,Santiago De Compostela Aeropuerto,1957
1958,1,Santiago De Compostela Aeropuerto,1958
1959,12,Santiago De Compostela Aeropuerto,1959
1960,5,Santiago De Compostela Aeropuerto,1960
1961,12,Santiago De Compostela Aeropuerto,1961
1962,9,Santiago De Compostela Aeropuerto,1962
1963,8,Santiago De Compostela Aeropuerto,1963
1964,13,Santiago De Compostela Aeropuerto,1964
1965,4,Santiago De Compostela Aeropuerto,1965
1966,5,Santiago De Compostela Aeropuerto,1966
1967,5,Santiago De Compostela Aeropuerto,1967
1968,12,Santiago De Compostela Aeropuerto,1968
1969,13,Santiago De Compostela Aeropuerto,1969
1970,10,Santiago De Compostela Aeropuerto,1970
1971,8,Santiago De Compostela Aeropuerto,1971
1972,3,Santiago De Compostela Aeropuerto,1972
1973,9,Santiago De Compostela Aeropuerto,1973
1974,4,Santiago De Compostela Aeropuerto,1974
1975,3,Santiago De Compostela Aeropuerto,1975
1976,11,Santiago De Compostela Aeropuerto,1976
1977,2,Santiago De Compostela Aeropuerto,1977
1978,18,Santiago De Compostela Aeropuerto,1978
1979,14,Santiago De Compostela Aeropuerto,1979
1980,8,Santiago De Compostela Aeropuerto,1980
1981,18,Santiago De Compostela Aeropuerto,1981
1982,9,Santiago De Compostela Aeropuerto,1982
1983,5,Santiago De Compostela Aeropuerto,1983
1984,10,Santiago De Compostela Aeropuerto,1984
1985,17,Santiago De Compostela Aeropuerto,1985
1986,5,Santiago De Compostela Aeropuerto,1986
1987,18,Santiago De Compostela Aeropuerto,1987
1988,4,Santiago De Compostela Aeropuerto,1988
1989,14,Santiago De Compostela Aeropuerto,1989
1990,23,Santiago De Compostela Aeropuerto,1990
1991,10,Santiago De Compostela Aeropuerto,1991
1992,7,Santiago De Compostela Aeropuerto,1992
1993,9,Santiago De Compostela Aeropuerto,1993
1994,7,Santiago De Compostela Aeropuerto,1994
1995,12,Santiago De Compostela Aeropuerto,1995
1996,12,Santiago De Compostela Aeropuerto,1996
1997,7,Santiago De Compostela Aeropuerto,1997
1998,17,Santiago De Compostela Aeropuerto,1998
1999,7,Santiago De Compostela Aeropuerto,1999
2000,11,Santiago De Compostela Aeropuerto,2000
2001,11,Santiago De Compostela Aeropuerto,2001
2002,5,Santiago De Compostela Aeropuerto,2002
2003,20,Santiago De Compostela Aeropuerto,2003
2004,12,Santiago De Compostela Aeropuerto,2004
2005,21,Santiago De Compostela Aeropuerto,2005
2006,19,Santiago De Compostela Aeropuerto,2006
2007,7,Santiago De Compostela Aeropuerto,2007
2008,2,Santiago De Compostela Aeropuerto,2008
2009,7,Santiago De Compostela Aeropuerto,2009
2010,12,Santiago De Compostela Aeropuerto,2010
2011,5,Santiago De Compostela Aeropuerto,2011
2012,9,Santiago De Compostela Aeropuerto,2012
2013,28,Santiago De Compostela Aeropuerto,2013
2014,13,Santiago De Compostela Aeropuerto,2014
2015,15,Santiago De Compostela Aeropuerto,2015
2016,24,Santiago De Compostela Aeropuerto,2016
2017,12,Santiago De Compostela Aeropuerto,2017
2018,19,Santiago De Compostela Aeropuerto,2018
1989,42,Segovia,1989
1990,40,Segovia,1990
1991,50,Segovia,1991
1992,34,Segovia,1992
1993,34,Segovia,1993
1994,54,Segovia,1994
1995,27,Segovia,1995
1996,30,Segovia,1996
1997,33,Segovia,1997
1998,50,Segovia,1998
1999,41,Segovia,1999
2000,39,Segovia,2000
2001,41,Segovia,2001
2002,32,Segovia,2002
2003,61,Segovia,2003
2004,36,Segovia,2004
2005,56,Segovia,2005
2006,50,Segovia,2006
2007,27,Segovia,2007
2008,31,Segovia,2008
2009,54,Segovia,2009
2010,48,Segovia,2010
2011,42,Segovia,2011
2012,37,Segovia,2012
2013,50,Segovia,2013
2014,26,Segovia,2014
2015,54,Segovia,2015
2016,57,Segovia,2016
2017,53,Segovia,2017
2018,44,Segovia,2018
1950,56,Segovia,1950
1951,7,Segovia,1951
1952,7,Segovia,1952
1953,39,Segovia,1953
1954,28,Segovia,1954
1955,37,Segovia,1955
1956,11,Segovia,1956
1960,12,Segovia,1960
1961,40,Segovia,1961
1962,43,Segovia,1962
1963,29,Segovia,1963
1964,51,Segovia,1964
1965,39,Segovia,1965
1966,40,Segovia,1966
1967,40,Segovia,1967
1968,30,Segovia,1968
1969,36,Segovia,1969
1970,36,Segovia,1970
1971,17,Segovia,1971
1972,11,Segovia,1972
1973,27,Segovia,1973
1974,20,Segovia,1974
1975,27,Segovia,1975
1976,13,Segovia,1976
1977,9,Segovia,1977
1978,35,Segovia,1978
1979,25,Segovia,1979
1980,26,Segovia,1980
1981,33,Segovia,1981
1982,24,Segovia,1982
1983,26,Segovia,1983
1984,30,Segovia,1984
1985,52,Segovia,1985
1986,44,Segovia,1986
1951,96,Sevilla Aeropuerto,1951
1952,79,Sevilla Aeropuerto,1952
1953,98,Sevilla Aeropuerto,1953
1954,106,Sevilla Aeropuerto,1954
1955,112,Sevilla Aeropuerto,1955
1956,94,Sevilla Aeropuerto,1956
1957,96,Sevilla Aeropuerto,1957
1958,99,Sevilla Aeropuerto,1958
1959,105,Sevilla Aeropuerto,1959
1960,103,Sevilla Aeropuerto,1960
1961,108,Sevilla Aeropuerto,1961
1962,102,Sevilla Aeropuerto,1962
1963,91,Sevilla Aeropuerto,1963
1964,105,Sevilla Aeropuerto,1964
1965,68,Sevilla Aeropuerto,1965
1966,90,Sevilla Aeropuerto,1966
1967,102,Sevilla Aeropuerto,1967
1968,102,Sevilla Aeropuerto,1968
1969,80,Sevilla Aeropuerto,1969
1970,100,Sevilla Aeropuerto,1970
1971,81,Sevilla Aeropuerto,1971
1972,70,Sevilla Aeropuerto,1972
1973,94,Sevilla Aeropuerto,1973
1974,91,Sevilla Aeropuerto,1974
1975,90,Sevilla Aeropuerto,1975
1976,94,Sevilla Aeropuerto,1976
1977,75,Sevilla Aeropuerto,1977
1978,91,Sevilla Aeropuerto,1978
1979,90,Sevilla Aeropuerto,1979
1980,103,Sevilla Aeropuerto,1980
1981,98,Sevilla Aeropuerto,1981
1982,88,Sevilla Aeropuerto,1982
1983,97,Sevilla Aeropuerto,1983
1984,94,Sevilla Aeropuerto,1984
1985,107,Sevilla Aeropuerto,1985
1986,100,Sevilla Aeropuerto,1986
1987,96,Sevilla Aeropuerto,1987
1988,85,Sevilla Aeropuerto,1988
1989,102,Sevilla Aeropuerto,1989
1990,107,Sevilla Aeropuerto,1990
1991,103,Sevilla Aeropuerto,1991
1992,84,Sevilla Aeropuerto,1992
1993,87,Sevilla Aeropuerto,1993
1994,108,Sevilla Aeropuerto,1994
1995,91,Sevilla Aeropuerto,1995
1996,98,Sevilla Aeropuerto,1996
1997,87,Sevilla Aeropuerto,1997
1998,101,Sevilla Aeropuerto,1998
1999,98,Sevilla Aeropuerto,1999
2000,114,Sevilla Aeropuerto,2000
2001,105,Sevilla Aeropuerto,2001
2002,88,Sevilla Aeropuerto,2002
2003,113,Sevilla Aeropuerto,2003
2004,112,Sevilla Aeropuerto,2004
2005,114,Sevilla Aeropuerto,2005
2006,98,Sevilla Aeropuerto,2006
2007,101,Sevilla Aeropuerto,2007
2008,102,Sevilla Aeropuerto,2008
2009,105,Sevilla Aeropuerto,2009
2010,100,Sevilla Aeropuerto,2010
2011,110,Sevilla Aeropuerto,2011
2012,110,Sevilla Aeropuerto,2012
2013,101,Sevilla Aeropuerto,2013
2014,88,Sevilla Aeropuerto,2014
2015,103,Sevilla Aeropuerto,2015
2016,111,Sevilla Aeropuerto,2016
2017,113,Sevilla Aeropuerto,2017
2018,97,Sevilla Aeropuerto,2018
1950,43,Soria,1950
1951,15,Soria,1951
1952,14,Soria,1952
1953,38,Soria,1953
1954,21,Soria,1954
1955,19,Soria,1955
1956,18,Soria,1956
1957,29,Soria,1957
1958,26,Soria,1958
1959,21,Soria,1959
1960,23,Soria,1960
1961,28,Soria,1961
1962,43,Soria,1962
1963,17,Soria,1963
1964,37,Soria,1964
1965,39,Soria,1965
1966,25,Soria,1966
1967,33,Soria,1967
1968,25,Soria,1968
1969,28,Soria,1969
1970,37,Soria,1970
1971,19,Soria,1971
1972,13,Soria,1972
1973,26,Soria,1973
1974,19,Soria,1974
1975,30,Soria,1975
1976,14,Soria,1976
1977,11,Soria,1977
1978,41,Soria,1978
1979,20,Soria,1979
1980,33,Soria,1980
1981,33,Soria,1981
1982,27,Soria,1982
1983,35,Soria,1983
1984,31,Soria,1984
1985,40,Soria,1985
1986,33,Soria,1986
1987,30,Soria,1987
1988,33,Soria,1988
1989,32,Soria,1989
1990,38,Soria,1990
1991,49,Soria,1991
1992,34,Soria,1992
1993,30,Soria,1993
1994,47,Soria,1994
1995,22,Soria,1995
1996,25,Soria,1996
1997,15,Soria,1997
1998,46,Soria,1998
1999,27,Soria,1999
2000,38,Soria,2000
2001,38,Soria,2001
2002,26,Soria,2002
2003,55,Soria,2003
2004,26,Soria,2004
2005,50,Soria,2005
2006,40,Soria,2006
2007,23,Soria,2007
2008,26,Soria,2008
2009,44,Soria,2009
2010,36,Soria,2010
2011,12,Soria,2011
2012,35,Soria,2012
2013,23,Soria,2013
2014,23,Soria,2014
2015,44,Soria,2015
2016,49,Soria,2016
2017,46,Soria,2017
2018,44,Soria,2018
1968,49,Sotillo De La Adrada,1968
1969,81,Sotillo De La Adrada,1969
1970,102,Sotillo De La Adrada,1970
1971,78,Sotillo De La Adrada,1971
1972,60,Sotillo De La Adrada,1972
1973,85,Sotillo De La Adrada,1973
1974,81,Sotillo De La Adrada,1974
1975,89,Sotillo De La Adrada,1975
1976,60,Sotillo De La Adrada,1976
1977,62,Sotillo De La Adrada,1977
1978,31,Sotillo De La Adrada,1978
1979,76,Sotillo De La Adrada,1979
1980,36,Sotillo De La Adrada,1980
1985,108,Sotillo De La Adrada,1985
1986,94,Sotillo De La Adrada,1986
1987,92,Sotillo De La Adrada,1987
1988,59,Sotillo De La Adrada,1988
1989,75,Sotillo De La Adrada,1989
1990,85,Sotillo De La Adrada,1990
1992,43,Sotillo De La Adrada,1992
1993,57,Sotillo De La Adrada,1993
1994,44,Sotillo De La Adrada,1994
2002,27,Sotillo De La Adrada,2002
2003,88,Sotillo De La Adrada,2003
2004,89,Sotillo De La Adrada,2004
2005,78,Sotillo De La Adrada,2005
2006,64,Sotillo De La Adrada,2006
2007,30,Sotillo De La Adrada,2007
2008,45,Sotillo De La Adrada,2008
2009,33,Sotillo De La Adrada,2009
2010,29,Sotillo De La Adrada,2010
2011,97,Sotillo De La Adrada,2011
2012,96,Sotillo De La Adrada,2012
2013,98,Sotillo De La Adrada,2013
2014,62,Sotillo De La Adrada,2014
2015,93,Sotillo De La Adrada,2015
2016,63,Sotillo De La Adrada,2016
2018,57,Sotillo De La Adrada,2018
1950,26,Sta.Cruz De Tenerife,1950
1951,32,Sta.Cruz De Tenerife,1951
1952,29,Sta.Cruz De Tenerife,1952
1953,35,Sta.Cruz De Tenerife,1953
1954,18,Sta.Cruz De Tenerife,1954
1955,20,Sta.Cruz De Tenerife,1955
1956,19,Sta.Cruz De Tenerife,1956
1957,37,Sta.Cruz De Tenerife,1957
1958,22,Sta.Cruz De Tenerife,1958
1959,12,Sta.Cruz De Tenerife,1959
1960,18,Sta.Cruz De Tenerife,1960
1961,37,Sta.Cruz De Tenerife,1961
1962,28,Sta.Cruz De Tenerife,1962
1963,16,Sta.Cruz De Tenerife,1963
1964,19,Sta.Cruz De Tenerife,1964
1965,13,Sta.Cruz De Tenerife,1965
1966,19,Sta.Cruz De Tenerife,1966
1967,23,Sta.Cruz De Tenerife,1967
1968,22,Sta.Cruz De Tenerife,1968
1969,19,Sta.Cruz De Tenerife,1969
1970,24,Sta.Cruz De Tenerife,1970
1971,10,Sta.Cruz De Tenerife,1971
1972,6,Sta.Cruz De Tenerife,1972
1973,16,Sta.Cruz De Tenerife,1973
1974,22,Sta.Cruz De Tenerife,1974
1975,33,Sta.Cruz De Tenerife,1975
1976,31,Sta.Cruz De Tenerife,1976
1977,3,Sta.Cruz De Tenerife,1977
1978,30,Sta.Cruz De Tenerife,1978
1979,11,Sta.Cruz De Tenerife,1979
1980,30,Sta.Cruz De Tenerife,1980
1981,23,Sta.Cruz De Tenerife,1981
1982,9,Sta.Cruz De Tenerife,1982
